City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,sultanah,24.4926,39.5857,109.85,4,40,10.36,SA,1718294602
364,sisimiut,66.9395,-53.6735,37.06,69,8,3.94,GL,1718294306
365,tual,-5.6667,132.75,79.65,82,100,13.6,ID,1718294602
366,quellon,-43.1167,-73.6167,53.04,94,98,9.69,CL,1718294345
367,kufa,32.0347,44.4033,109.44,9,0,10.36,IQ,1718294602
368,new philadelphia,40.4898,-81.4457,82.72,56,17,5.01,US,1718294406
369,yelizovo,53.1873,158.3805,47.8,93,100,8.95,RU,1718294602
370,richards bay,-28.783,32.0377,68.14,73,48,6.85,ZA,1718294529
371,shirgaon,19.7,72.7,85.86,73,1,11.97,IN,1718294602
372,shingu,33.7333,135.9833,68.2,92,27,3.18,JP,1718294409
373,porto novo,6.4965,2.6036,87.62,66,64,9.44,BJ,1718294492
374,afaahiti,-17.75,-149.2833,71.47,83,94,16.96,PF,1718294603
375,pudozh,61.8099,36.5345,66.94,56,72,4.0,RU,1718294603
376,emerald,-23.5333,148.1667,46.35,60,0,9.37,AU,1718294603
377,rongelap,11.1635,166.8941,82.24,80,100,21.03,MH,1718294603
378,semikarakorsk,47.5194,40.8112,89.06,49,50,3.87,RU,1718294603
379,wainwright,52.839,-110.8572,50.74,89,100,10.67,CA,1718294603
380,aromashevo,56.8602,68.6375,74.46,77,32,5.64,RU,1718294603
381,kapuskasing,49.4169,-82.4331,66.29,77,100,4.61,CA,1718294522
382,al jawf,29.5,38.75,98.24,8,0,8.1,SA,1718294604
383,prince rupert,54.3161,-130.3201,48.29,87,20,3.44,CA,1718294489
384,laibin,23.7,109.2667,80.64,91,100,4.47,CN,1718294501
385,ugoofaaru,5.6667,73.0,84.02,76,30,13.2,MV,1718294604
386,suva,-18.1416,178.4415,90.88,55,40,0.0,FJ,1718294595
387,hudson,40.7168,-74.0663,87.93,45,0,8.01,US,1718294447
388,wajir,1.7471,40.0573,89.56,33,20,8.05,KE,1718294604
389,gadzhiyevo,69.2551,33.3362,44.89,75,37,13.6,RU,1718294604
390,grajau,-5.8194,-46.1386,89.71,42,40,8.88,BR,1718294487
391,sittwe,20.15,92.9,82.24,82,94,8.88,MM,1718294604
392,puerto san jose,13.9256,-90.8244,79.21,86,100,6.96,GT,1718294605
393,minab,27.1467,57.0801,94.08,43,2,3.33,IR,1718294605
394,arteche,12.2645,125.4048,80.47,86,65,6.4,PH,1718294605
395,ruteng,-8.6136,120.4721,62.91,100,94,0.51,ID,1718294570
396,monrovia,6.3005,-10.7969,83.97,81,54,10.47,LR,1718294605
397,hithadhoo,-0.6,73.0833,83.88,69,24,5.32,MV,1718294605
398,modra,48.334,17.3071,70.45,40,0,6.91,SK,1718294606
399,lucas,41.6501,-83.6666,85.08,52,0,8.05,US,1718294606
400,sidney,-33.8679,151.2073,52.72,75,97,6.91,AU,1718294313
401,xinyuan,37.3,99.0,45.25,77,80,6.35,CN,1718294606
402,vila do maio,15.1333,-23.2167,83.19,85,53,20.67,CV,1718294606
403,la'ie,21.6477,-157.9253,75.0,81,34,7.0,US,1718294606
404,sabha,27.0377,14.4283,106.5,6,0,9.46,LY,1718294606
405,vidisha,23.5333,77.8167,93.4,37,4,4.92,IN,1718294606
406,alfredo v. bonfil,21.0833,-86.85,87.75,74,100,13.0,MX,1718294606
407,port hedland,-20.3167,118.5667,66.25,52,6,8.05,AU,1718294606
408,katabu,-4.9333,122.5167,73.87,91,39,3.67,ID,1718294606
409,petropavlovsk-kamchatsky,53.0452,158.6483,46.45,90,100,10.0,RU,1718294607
410,san pedro pochutla,15.7333,-96.4667,78.51,88,100,0.76,MX,1718294607
411,morehead city,34.7229,-76.726,84.04,65,0,12.66,US,1718294462
412,turku,60.4515,22.2687,61.47,55,20,14.0,FI,1718294607
413,saucillo,28.0167,-105.2833,91.99,26,1,4.99,MX,1718294607
414,tucumcari,35.1717,-103.725,85.95,28,2,12.68,US,1718294607
415,loei,17.4167,101.5,72.99,84,98,4.79,TH,1718294607
416,port saint john's,-31.6229,29.5448,64.53,71,1,5.28,ZA,1718294607
417,yilan,24.757,121.753,86.05,93,100,2.39,TW,1718294607
418,argostolion,38.1811,20.489,89.67,51,20,5.75,GR,1718294608
419,yeosu,34.7546,127.6599,68.79,81,0,1.97,KR,1718294608
420,robore,-18.3333,-59.75,86.09,54,77,20.71,BO,1718294495
421,brandon,27.9378,-82.2859,91.92,73,40,8.05,US,1718294351
422,yuzhno-kurilsk,44.0306,145.8556,52.38,95,84,0.85,RU,1718294608
423,faya-largeau,17.9257,19.1043,114.69,7,0,9.22,TD,1718294608
424,neka,36.6508,53.299,80.11,74,75,4.61,IR,1718294608
425,la ronge,55.1001,-105.2842,55.62,87,100,5.75,CA,1718294608
426,kruisfontein,-34.0033,24.7314,57.88,79,4,4.03,ZA,1718294334
427,kurchatov,51.6601,35.6521,64.81,91,100,11.56,RU,1718294608
428,green river,41.5286,-109.4662,81.19,23,0,5.79,US,1718294609
429,karuri,-0.7,37.1833,66.79,76,21,1.68,KE,1718294609
430,soe,-9.8607,124.284,57.4,95,82,3.6,ID,1718294609
431,sydney,-33.8679,151.2073,52.72,75,97,6.91,AU,1718294313
432,turochak,52.2576,87.1224,60.24,95,75,1.07,RU,1718294609
433,dwarka,22.2394,68.9678,85.44,81,0,14.05,IN,1718294609
434,mount isa,-20.7333,139.5,64.17,36,0,8.05,AU,1718294609
435,burley,42.5357,-113.7928,68.31,27,16,2.75,US,1718294590
436,grand falls-windsor,48.9332,-55.6649,66.51,72,87,3.0,CA,1718294573
437,mongagua,-24.0931,-46.6208,84.79,37,0,3.11,BR,1718294566
438,montana,43.4125,23.225,76.23,78,83,4.7,BG,1718294610
439,ujae,8.9322,165.7642,82.67,82,100,20.62,MH,1718294610
440,iwon-up,40.3231,128.6553,61.93,93,42,1.68,KP,1718294610
441,wodonga,-36.1167,146.8833,42.96,100,100,2.91,AU,1718294610
442,trinidad,-14.8333,-64.9,87.78,62,40,13.8,BO,1718294415
443,palembang,-2.9167,104.7458,82.49,83,40,3.44,ID,1718294549
444,korfovskiy,48.2183,135.0564,56.66,84,96,4.97,RU,1718294610
445,harper,4.375,-7.7169,80.11,81,56,11.83,LR,1718294610
446,lubao,14.9167,120.55,84.27,84,60,2.48,PH,1718294610
447,huarmey,-10.0681,-78.1522,68.86,72,32,8.95,PE,1718294611
448,bonny,4.4522,7.1681,83.08,75,47,11.77,NG,1718294611
449,hohhot,40.8106,111.6522,68.29,42,0,6.71,CN,1718294611
450,buka,40.8108,69.1986,75.94,23,45,9.82,UZ,1718294412
451,penzance,50.1186,-5.5371,57.88,100,100,17.27,GB,1718294611
452,kauhava,63.103,23.0713,55.96,76,72,1.83,FI,1718294611
453,naama,33.2667,-0.3167,88.93,16,83,8.46,DZ,1718294611
454,elektrogorsk,55.8794,38.7919,66.2,97,97,10.49,RU,1718294611
455,bagrationovsk,54.3871,20.6437,58.55,91,100,9.71,RU,1718294612
456,tabou,4.423,-7.3528,80.19,81,56,11.61,CI,1718294612
457,shanghai,31.2222,121.4581,75.06,91,100,8.95,CN,1718294383
458,namdrik,5.5994,168.1028,82.78,77,99,12.12,MH,1718294612
459,mazagao,-0.115,-51.2894,87.85,53,5,5.03,BR,1718294612
460,howard springs,-12.497,131.047,67.91,94,84,2.19,AU,1718294612
461,paranaiba,-19.6772,-51.1908,88.38,20,0,12.71,BR,1718294613
462,mersing,2.4312,103.8405,78.71,89,20,6.91,MY,1718294613
463,balabac,7.9868,117.0645,80.4,85,80,5.39,PH,1718294613
464,caras,-9.0467,-77.8114,71.29,55,57,3.51,PE,1718294613
465,zliten,32.4674,14.5687,76.03,76,3,19.1,LY,1718294613
466,nanpiao,41.0982,120.7479,66.65,91,100,2.84,CN,1718294613
467,kokuy,52.2037,117.5529,49.87,85,54,1.45,RU,1718294613
468,tommot,58.9564,126.2925,49.15,96,43,3.33,RU,1718294613
469,selfoss,63.9331,-20.9971,58.05,69,100,13.6,IS,1718294614
470,sibolga,1.7427,98.7792,77.47,94,100,3.98,ID,1718294614
471,sarandi del yi,-33.35,-55.6333,71.17,70,100,19.8,UY,1718294614
472,dalandzadgad,43.5708,104.425,66.07,24,21,8.7,MN,1718294614
473,dauphin,51.1494,-100.0502,62.74,72,0,3.44,CA,1718294408
474,usogorsk,63.4106,48.6872,63.66,94,100,2.8,RU,1718294436
475,la libertad,-2.2333,-80.9,74.86,78,75,10.36,EC,1718294579
476,grootfontein,-19.5667,18.1167,72.97,17,0,9.22,NA,1718294614
477,nizao,18.25,-70.2,91.36,66,41,9.75,DO,1718294614
478,zakamensk,50.3741,103.2863,47.57,83,14,3.18,RU,1718294615
479,tobruk,32.0836,23.9764,86.52,40,1,7.61,LY,1718294615
480,zag,46.9441,99.165,54.03,61,84,4.14,MN,1718294615
481,brookings,44.3114,-96.7984,64.4,82,75,6.91,US,1718294433
482,siirt,37.9326,41.9403,85.64,26,0,7.54,TR,1718294615
483,waddan,29.1614,16.139,109.85,6,0,15.99,LY,1718294615
484,tazovsky,67.4667,78.7,44.6,95,100,9.8,RU,1718294538
485,forster,-32.1667,152.5167,54.28,78,100,9.98,AU,1718294615
486,cururupu,-1.8283,-44.8683,88.65,54,34,5.26,BR,1718294573
487,kourou,5.1552,-52.6478,87.85,68,33,7.14,GF,1718294616
488,margate,51.3813,1.3862,60.31,63,100,10.0,GB,1718293845
489,buenavista del norte,28.3746,-16.861,77.45,73,5,14.36,ES,1718294350
490,khanabad,36.6825,69.1156,89.58,20,1,3.27,AF,1718294616
491,banganapalle,15.3167,78.2333,84.56,64,90,16.84,IN,1718294616
492,furstenberg,53.1833,13.15,59.25,54,95,7.63,DE,1718294616
493,sarh,9.1429,18.3923,94.91,52,40,6.91,TD,1718294616
494,tokombere,11.2271,13.4858,101.91,23,92,7.92,NG,1718294616
495,shagonar,51.5333,92.8,64.4,50,22,2.15,RU,1718294616
496,nacozari viejo,30.4,-109.65,91.62,9,57,1.03,MX,1718294617
497,lampasas,31.2168,-98.2336,87.1,75,9,3.89,US,1718294403
498,marshall,34.3834,-86.3333,86.09,70,0,4.61,US,1718294036
499,golere,16.2557,-14.1017,110.43,13,61,13.51,SN,1718294617
500,hadibu,12.65,54.0333,85.75,62,39,12.1,YE,1718294617
501,ascension,30.2169,-90.9001,90.1,63,0,0.0,US,1718294617
502,nova vicosa,-17.8919,-39.3719,78.67,69,58,10.33,BR,1718294617
503,bamboo flat,11.7,92.7167,82.49,89,40,5.75,IN,1718294617
504,lamezia terme,38.9659,16.3092,77.09,65,100,16.11,IT,1718294617
505,laojunmiao,39.8333,97.7333,70.66,29,100,2.53,CN,1718294618
506,san clemente del tuyu,-36.3569,-56.7235,70.99,75,100,18.9,AR,1718294618
507,les cayes,18.2,-73.75,86.04,70,59,12.39,HT,1718294618
508,le port,-20.9373,55.2919,77.0,78,99,13.44,RE,1718294618
509,krutinka,56.0055,71.5113,64.9,97,100,14.38,RU,1718294591
510,amahai,-3.3333,128.9167,77.36,86,90,4.07,ID,1718294618
511,penhalonga,-18.8911,32.6978,52.88,43,0,3.42,ZW,1718294463
512,moapa valley,36.5805,-114.4703,93.67,9,0,2.71,US,1718294618
513,puerto rico,-26.796,-55.024,83.7,39,100,8.57,AR,1718294618
514,verdal,63.7933,11.4817,71.64,35,44,4.79,NO,1718294618
515,luganville,-15.5333,167.1667,73.42,83,25,9.84,VU,1718294479
516,alekseyevka,50.6309,38.6903,67.26,78,95,11.92,RU,1718294619
517,salekhard,66.53,66.6019,65.39,63,94,8.99,RU,1718294619
518,qandala,11.472,49.8728,90.9,63,81,3.22,SO,1718294619
519,mumbwa,-14.9783,27.0619,63.72,29,1,5.01,ZM,1718294619
520,rakops,-21.0167,24.3333,64.87,20,10,5.5,BW,1718294619
521,tres arroyos,-38.3739,-60.2798,61.41,97,100,3.42,AR,1718294619
522,banamba,13.55,-7.45,98.74,27,85,11.68,ML,1718294619
523,abra pampa,-22.7205,-65.697,54.39,16,79,5.82,AR,1718294619
524,saint-pierre,-21.3393,55.4781,76.68,61,96,5.75,RE,1718294552
525,marsabit,2.3284,37.9899,72.05,42,14,13.2,KE,1718294620
526,ulladulla,-35.35,150.4667,49.3,81,100,6.89,AU,1718294620
527,nkongsamba,4.9547,9.9404,75.81,89,88,1.43,CM,1718294620
528,teruel,40.6667,-0.6667,73.83,31,42,17.45,ES,1718294620
529,stornoway,58.2093,-6.3865,58.03,74,0,9.22,GB,1718294620
530,nsanje,-16.92,35.262,71.35,46,12,5.86,MW,1718294621
531,mukalla,14.5425,49.1242,88.47,67,25,6.98,YE,1718294499
532,bengkulu,-3.8004,102.2655,78.04,92,100,3.13,ID,1718294621
533,harnosand,62.6323,17.9379,60.82,73,35,7.34,SE,1718294622
534,serebryanyye prudy,54.4692,38.721,70.59,88,38,7.72,RU,1718294622
535,samarinda,-0.5,117.15,74.32,96,100,1.95,ID,1718294622
536,troitsko-pechorsk,62.7084,56.1964,71.69,75,94,1.99,RU,1718294622
537,erechim,-27.6342,-52.2739,72.36,58,64,8.99,BR,1718294491
538,tamanrasset,22.785,5.5228,100.31,9,40,2.3,DZ,1718294622
539,port pirie,-33.1833,138.0167,61.3,56,87,13.6,AU,1718294622
540,ekibastuz,51.6667,75.3667,68.61,75,88,9.06,KZ,1718294500
541,ishigaki,24.3448,124.1572,82.53,100,75,9.22,JP,1718294623
542,akrehamn,59.2667,5.1833,54.21,58,20,5.75,NO,1718294623
543,kill devil hills,36.0307,-75.676,84.2,68,0,9.22,US,1718294623
544,vorkuta,67.5,64.0,46.11,100,100,4.0,RU,1718294623
545,novoleushkovskaya,45.9956,39.9921,84.78,33,26,11.3,RU,1718294623
546,simplicio mendes,-7.8539,-41.9103,93.52,25,74,12.03,BR,1718294623
547,kisangani,0.5167,25.2,81.37,67,99,2.77,CD,1718294623
548,pasni,25.2631,63.471,83.26,87,15,9.73,PK,1718294623
549,armacao de buzios,-22.7469,-41.8817,86.05,60,0,18.39,BR,1718294623
550,batarasa,8.6617,117.6222,79.74,84,67,3.71,PH,1718294623
551,hami,42.8,93.45,87.26,18,13,6.89,CN,1718294624
552,perry,37.2506,-83.1999,82.58,47,34,4.16,US,1718294342
553,orange walk,17.8333,-88.8333,84.78,74,100,3.31,BZ,1718294474
554,plesetsk,62.708,40.2916,67.62,59,100,1.07,RU,1718294455
555,sant'ambrogio di valpollicella,45.5209,10.8362,72.82,46,40,5.75,IT,1718294475
556,makokou,0.5738,12.8642,87.12,55,99,0.72,GA,1718294624
557,chacabuco,-34.6417,-60.4739,81.82,39,100,18.45,AR,1718294625
558,atotonilco el grande,20.2833,-98.6667,72.68,34,98,6.24,MX,1718294625
559,papao,-17.75,-149.55,73.08,83,49,18.34,PF,1718294625
560,singkil,-7.9855,111.4161,76.35,93,64,3.31,ID,1718294625
561,menongue,-14.6585,17.691,72.3,19,0,5.93,AO,1718294625
562,romanovka,51.7443,42.7527,69.21,90,59,16.28,RU,1718294625
563,viransehir,37.2353,39.7631,95.65,14,4,13.87,TR,1718294625
564,ojinaga,29.5667,-104.4167,98.56,43,0,5.75,MX,1718294625
565,santa cruz,-17.8,-63.1667,82.45,74,40,20.71,BO,1718294455
566,motygino,58.1831,94.7592,66.78,65,63,1.99,RU,1718294625
567,camapua,-19.5314,-54.0439,89.85,20,0,15.66,BR,1718294626
568,chachapoyas,-6.2317,-77.869,65.73,68,38,1.3,PE,1718294626
569,junction city,39.0286,-96.8314,89.56,67,30,11.01,US,1718294583
570,kununurra,-15.7667,128.7333,62.58,77,4,0.0,AU,1718294447
